# Updated on: July 06 2021
# NOTE: short arm = nt 10000-125184587; long arm = nt 143184588-248946422 
gene_num,gene,chr,start,end,arm,type,strand,range_start,range_end
30,NBPF12,1,146938324,146996093,long,gene,plus,146344766,147155105
31,PRKAB2,1,147155106,147173366,long,gene,minus,146996094,147183962
32,FMO5,1,147183963,147225798,long,gene,minus,147173367,147541500
33,CHD1L,1,147172747,147295762,long,gene,plus,146996094,147541500
34,BCL9,1,147541501,147626217,long,gene,plus,147295763,147756198
35,ACP6,1,147626182,147670524,long,gene,minus,147295763,147756198
36,GJA5,1,147756199,147781127,long,gene,minus,147670525,147902794
37,GJA8,1,147902795,147915287,long,gene,plus,147781128,147928419
38,GPR89B,1,147928420,147993592,long,gene,plus,147915288,148102150
39,NBPF11,1,148102151,148152281,long,gene,minus,147993593,148482547
40,PPIAL4G,1,148482548,148483302,long,gene,minus,148152282,148531384
41,NBPF14,1,148531385,148595717,long,gene,minus,148483303,148595854
42,NOTCH2NLB,1,148595855,148712499,long,gene,minus,148595718,148748773
43,NUDT4B,1,148748774,148752415,long,gene,plus,148712500,148808197
44,PDE4DIP,1,148808198,149051277,long,gene,plus,148752416,149052185
45,NBPF9,1,149052186,149103551,long,gene,minus,149051278,149390620
46,NOTCH2NLC,1,149390621,149471833,long,gene,plus,149103552,149475044
47,NBPF19,1,149475045,149556361,long,gene,plus,149471834,149583847
48,PPIAL4C,1,149583848,149584607,long,gene,plus,149556362,149782688
49,FCGR1A,1,149782694,149800609,long,gene,plus,149584608,149813224
50,H2BC18,1,149782689,149812370,long,gene,minus,149584608,149813224
51,H3C13,1,149813225,149813693,long,gene,minus,149812371,149832656
52,H4C14,1,149832657,149833052,long,gene,plus,149813694,149840686
53,H3C14,1,149840687,149841208,long,gene,minus,149833053,149842217
54,H2AC18,1,149842218,149842750,long,gene,minus,149841209,149851060
55,H2AC19,1,149851061,149851594,long,gene,plus,149842751,149852607
56,H3C15,1,149852608,149853125,long,gene,plus,149851595,149853261
57,H4C15,1,149853262,149861159,long,gene,minus,149853126,149884458
58,H2BC21,1,149884459,149886682,long,gene,minus,149861160,149886917
59,H2AC20,1,149886918,149887411,long,gene,plus,149886683,149887468
60,H2AC21,1,149887469,149887965,long,gene,minus,149887412,149899567
61,BOLA1,1,149899568,149900795,long,gene,plus,149887966,149903317
62,SV2A,1,149903318,149917844,long,gene,minus,149900796,149923316
63,SF3B4,1,149923317,149927803,long,gene,minus,149917845,149928650
64,MTMR11,1,149928651,149938329,long,gene,minus,149927804,150067278
65,OTUD7B,1,149937812,150010776,long,gene,minus,149927804,150067278
66,VPS45,1,150067279,150145329,long,gene,plus,150010777,150149564
67,PLEKHO1,1,150149565,150160065,long,gene,plus,150145330,150218416
68,ANP32E,1,150218417,150236133,long,gene,minus,150160066,150257257
69,CA14,1,150257258,150265862,long,gene,plus,150236134,150270316
70,C1orf54,1,150270317,150280927,long,gene,plus,150265863,150282553
71,APH1A,1,150265404,150282179,long,gene,minus,150236134,150282553
72,CIART,1,150282554,150287093,long,gene,plus,150282180,150293841
73,MRPS21,1,150293842,150308979,long,gene,plus,150287094,150321467
74,PRPF3,1,150321468,150353233,long,gene,plus,150308980,150364146
75,RPRD2,1,150364147,150476566,long,gene,plus,150353234,150487410
76,TARS2,1,150487411,150507609,long,gene,plus,150476567,150508108
77,ECM1,1,150508109,150513789,long,gene,plus,150507610,150549377
78,ADAMTSL4,1,150549378,150560937,long,gene,plus,150513790,150574557
79,MCL1,1,150574558,150579610,long,gene,minus,150560938,150621245
80,ENSA,1,150621246,150629612,long,gene,minus,150579611,150646229
81,GOLPH3L,1,150646230,150697154,long,gene,minus,150629613,150698059
82,HORMAD1,1,150698060,150720910,long,gene,minus,150697155,150730187
83,CTSS,1,150730188,150765778,long,gene,minus,150720911,150796207
84,CTSK,1,150796208,150808260,long,gene,minus,150765779,150809712
85,ARNT,1,150809713,150876737,long,gene,minus,150808261,150887252
86,CTXND2,1,150887253,150913292,long,gene,plus,150876738,150926262
87,SETDB1,1,150926263,150964737,long,gene,plus,150913293,150965183
88,CERS2,1,150965184,150974835,long,gene,minus,150964738,150982285
89,ANXA9,1,150982286,150996063,long,gene,plus,150974836,150996535
90,MINDY1,1,150996536,151008393,long,gene,minus,150996064,151008404
91,PRUNE1,1,151008405,151035713,long,gene,plus,151008394,151036320
92,BNIPL,1,151036321,151047720,long,gene,plus,151035714,151047750
93,C1orf56,1,151047751,151051420,long,gene,plus,151047721,151060396
94,CDC42SE1,1,151050980,151059626,long,gene,minus,151047721,151060396
95,MLLT11,1,151060397,151069544,long,gene,plus,151059627,151070179
96,GABPB2,1,151070180,151125542,long,gene,plus,151069545,151131706
97,SEMA6C,1,151131707,151148408,long,gene,minus,151125543,151148495
98,TNFAIP8L2,1,151156649,151159749,long,gene,plus,151148409,151166143
99,LYSMD1,1,151148496,151165902,long,gene,minus,151148409,151166143
100,TNFAIP8L2-SCNM1,1,151156649,151170296,long,gene,plus,151148409,151176303
101,SCNM1,1,151166144,151170296,long,gene,plus,151165903,151176303
102,TMOD4,1,151169986,151175981,long,gene,minus,151165903,151176303
103,VPS72,1,151176304,151190210,long,gene,minus,151175982,151197953
104,PIP5K1A,1,151197954,151249536,long,gene,plus,151190211,151254733
105,PSMD4,1,151254734,151267479,long,gene,plus,151249537,151281521
106,ZNF687,1,151281522,151292176,long,gene,plus,151267480,151340639
107,PI4KB,1,151291797,151327715,long,gene,minus,151267480,151340639
108,RFX5,1,151340640,151347319,long,gene,minus,151327716,151364303
109,SELENBP1,1,151364304,151372725,long,gene,minus,151347320,151399572
110,PSMB4,1,151399573,151401937,long,gene,plus,151372726,151402723
111,POGZ,1,151402724,151459494,long,gene,minus,151401938,151510857
112,CGN,1,151510858,151538692,long,gene,plus,151459495,151540293
113,TUFT1,1,151540294,151583583,long,gene,plus,151538693,151612026
114,SNX27,1,151612027,151699080,long,gene,plus,151583584,151700057
115,CELF3,1,151700058,151716803,long,gene,minus,151699081,151721521
116,RIIAD1,1,151721522,151729805,long,gene,plus,151716804,151759646
117,MRPL9,1,151759647,151763496,long,gene,minus,151729806,151769432
118,OAZ3,1,151762969,151771330,long,gene,plus,151729806,151800263
119,TDRKH,1,151769433,151790534,long,gene,minus,151763497,151800263
120,LINGO4,1,151800264,151805419,long,gene,minus,151790535,151806070
121,RORC,1,151806071,151832451,long,gene,minus,151805420,151837817
122,C2CD4D,1,151837818,151840557,long,gene,minus,151832452,151847100
123,THEM5,1,151847101,151853712,long,gene,minus,151840558,151870865
124,THEM4,1,151870866,151909511,long,gene,minus,151853713,151982914
125,S100A10,1,151982915,151993859,long,gene,minus,151909512,152032505
126,S100A11,1,152032506,152037004,long,gene,minus,151993860,152079412
127,LOC100131107,1,152079413,152080924,long,gene,minus,152037005,152084140
128,TCHHL1,1,152084141,152089064,long,gene,minus,152080925,152106316
129,TCHH,1,152106317,152115444,long,gene,minus,152089065,152153594
130,RPTN,1,152153595,152159228,long,gene,minus,152115445,152212075
131,HRNR,1,152212076,152224193,long,gene,minus,152159229,152302164
132,FLG,1,152302165,152325239,long,gene,minus,152224194,152348734
133,FLG2,1,152348735,152360028,long,gene,minus,152325240,152409242
134,CRNN,1,152409243,152414263,long,gene,minus,152360029,152510802
135,LCE5A,1,152510803,152512177,long,gene,plus,152414264,152514481
136,CRCT1,1,152514482,152516010,long,gene,plus,152512178,152565653
137,LCE3E,1,152565654,152566780,long,gene,minus,152516011,152579380
138,LCE3D,1,152579381,152580516,long,gene,minus,152566781,152600233
139,LCE3C,1,152600234,152601086,long,gene,plus,152580517,152613810
140,LCE3B,1,152613811,152614098,long,gene,plus,152601087,152622833
141,LCE3A,1,152622834,152623103,long,gene,minus,152614099,152663379
142,LCE2D,1,152663380,152664659,long,gene,plus,152623104,152675278
143,LCE2C,1,152675279,152676569,long,gene,plus,152664660,152686122
144,LCE2B,1,152686123,152687397,long,gene,plus,152676570,152698344
145,LCE2A,1,152698345,152699442,long,gene,plus,152687398,152708159
146,LCE4A,1,152708160,152709434,long,gene,plus,152699443,152719521
147,C1orf68,1,152719522,152720470,long,gene,plus,152709435,152758024
148,KPRP,1,152758025,152762053,long,gene,plus,152720471,152775139
149,LCE1F,1,152775140,152777024,long,gene,plus,152762054,152786256
150,LCE1E,1,152786257,152788426,long,gene,plus,152777025,152796720
151,LCE1D,1,152796721,152798181,long,gene,plus,152788427,152804831
152,LCE1C,1,152804832,152806651,long,gene,minus,152798182,152811970
153,LCE1B,1,152811971,152813108,long,gene,plus,152806652,152827472
154,LCE1A,1,152827473,152828097,long,gene,plus,152813109,152842829
155,LCE6A,1,152842830,152844211,long,gene,plus,152828098,152878321
156,SMCP,1,152878322,152885047,long,gene,plus,152844212,152908545
157,IVL,1,152908546,152911886,long,gene,plus,152885048,152968754
158,SPRR4,1,152968755,152972602,long,gene,plus,152911887,152984080
159,SPRR1A,1,152984081,152985814,long,gene,plus,152972603,153001748
160,SPRR3,1,153001749,153003856,long,gene,plus,152985815,153031202
161,SPRR1B,1,153031203,153032900,long,gene,plus,153003857,153039731
162,SPRR2D,1,153039732,153041120,long,gene,minus,153032901,153056119
163,SPRR2A,1,153056120,153057512,long,gene,minus,153041121,153070225
164,SPRR2B,1,153070226,153071611,long,gene,minus,153057513,153093134
165,SPRR2E,1,153093135,153094526,long,gene,minus,153071612,153112120
166,SPRR2F,1,153112121,153119468,long,gene,minus,153094527,153149581
167,SPRR2G,1,153149582,153195377,long,gene,minus,153119469,153203429
168,LELP1,1,153203430,153205120,long,gene,plus,153195378,153217583
169,PRR9,1,153217584,153219310,long,gene,plus,153205121,153259634
170,LORICRIN,1,153259635,153262125,long,gene,plus,153219311,153297115
171,PGLYRP3,1,153297116,153312975,long,gene,minus,153262126,153327409
172,PGLYRP4,1,153327410,153348844,long,gene,minus,153312976,153357853
173,S100A9,1,153357854,153361023,long,gene,plus,153348845,153373710
174,S100A12,1,153373711,153375621,long,gene,minus,153361024,153390031
175,S100A8,1,153390032,153422583,long,gene,minus,153375622,153457743
176,S100A7A,1,153416520,153423222,long,gene,plus,153375622,153457743
177,S100A7,1,153457744,153460651,long,gene,minus,153423223,153534598
178,S100A6,1,153534599,153536049,long,gene,minus,153460652,153537113
179,S100A5,1,153537114,153543514,long,gene,minus,153536050,153543620
180,S100A4,1,153543621,153545806,long,gene,minus,153543515,153547328
181,S100A3,1,153547329,153549258,long,gene,minus,153545807,153561107
182,S100A2,1,153561108,153565844,long,gene,minus,153549259,153606882
183,S100A16,1,153606883,153613137,long,gene,minus,153565845,153614254
184,S100A14,1,153614255,153616917,long,gene,minus,153613138,153618798
185,S100A1,1,153628434,153632039,long,gene,plus,153616918,153634065
186,S100A13,1,153618799,153634361,long,gene,minus,153616918,153658653
187,CHTOP,1,153634066,153646306,long,gene,plus,153632040,153658653
188,SNAPIN,1,153658654,153661852,long,gene,plus,153646307,153678648
189,ILF2,1,153661788,153670993,long,gene,minus,153646307,153678648
190,NPR1,1,153678649,153693992,long,gene,plus,153670994,153728049
191,INTS3,1,153728050,153774808,long,gene,plus,153693993,153775406
192,SLC27A3,1,153775407,153780157,long,gene,plus,153774809,153804724
193,GATAD2B,1,153804725,153923953,long,gene,minus,153780158,153929500
194,DENND4B,1,153929501,153946718,long,gene,minus,153923954,153947674
195,CRTC2,1,153947675,153958643,long,gene,minus,153946719,153959109
196,SLC39A1,1,153959110,153968184,long,gene,minus,153958644,153974268
197,CREB3L4,1,153967487,153974364,long,gene,plus,153958644,153981649
198,JTB,1,153974269,153977674,long,gene,minus,153968185,153981649
199,RAB13,1,153981650,153990644,long,gene,minus,153977675,153990761
200,RPS27,1,153990762,153992155,long,gene,plus,153990645,153992581
201,NUP210L,1,153992582,154155116,long,gene,minus,153992156,154155307
202,TPM3,1,154155308,154192100,long,gene,minus,154155117,154199084
203,C1orf189,1,154199085,154206333,long,gene,minus,154192101,154206719
204,C1orf43,1,154206720,154220590,long,gene,minus,154206334,154272628
205,UBAP2L,1,154220172,154271510,long,gene,plus,154206334,154272628
206,HAX1,1,154272629,154275875,long,gene,plus,154271511,154321058
207,AQP10,1,154321059,154325325,long,gene,plus,154275876,154325524
208,ATP8B2,1,154325525,154351304,long,gene,plus,154325326,154405342
209,IL6R,1,154405343,154469450,long,gene,plus,154351305,154502218
210,SHE,1,154467195,154502560,long,gene,minus,154351305,154548576
211,TDRD10,1,154502219,154548147,long,gene,plus,154469451,154548576
212,UBE2Q1,1,154548577,154558662,long,gene,minus,154548148,154567777
213,CHRNB2,1,154567778,154584708,long,gene,plus,154558663,154697454
214,ADAR,1,154582057,154627997,long,gene,minus,154558663,154697454
215,KCNN3,1,154697455,154870281,long,gene,minus,154627998,154924739
216,PMVK,1,154924740,154942658,long,gene,minus,154870282,154944079
217,PBXIP1,1,154944080,154956099,long,gene,minus,154942659,154957025
218,PYGO2,1,154957026,154961782,long,gene,minus,154956100,154962297
219,SHC1,1,154962298,154974492,long,gene,minus,154961783,154974680
220,CKS1B,1,154974681,154979251,long,gene,plus,154974493,154983343
221,FLAD1,1,154983344,154993111,long,gene,plus,154979252,154993585
222,LENEP,1,154993586,154994321,long,gene,plus,154993112,155002627
223,ZBTB7B,1,155002628,155018523,long,gene,plus,154994322,155033805
224,DCST2,1,155018513,155033781,long,gene,minus,154994322,155033805
225,DCST1,1,155033806,155050930,long,gene,plus,155033782,155051315
226,ADAM15,1,155051316,155062775,long,gene,plus,155050931,155063739
227,EFNA4,1,155063740,155069553,long,gene,plus,155062776,155078836
228,EFNA3,1,155078837,155087538,long,gene,plus,155069554,155127875
229,EFNA1,1,155127876,155134899,long,gene,plus,155087539,155135374
230,SLC50A1,1,155135375,155138853,long,gene,plus,155134900,155139890
231,DPM3,1,155139891,155140573,long,gene,minus,155138854,155169407
232,KRTCAP2,1,155169408,155173304,long,gene,minus,155140574,155173380
233,TRIM46,1,155173381,155184971,long,gene,plus,155173305,155185823
234,MUC1,1,155185824,155192915,long,gene,minus,155184972,155195587
235,THBS3,1,155195588,155209180,long,gene,minus,155192916,155234451
236,MTX1,1,155208695,155213839,long,gene,plus,155192916,155234451
237,GBA,1,155234452,155244627,long,gene,minus,155213840,155247204
238,FAM189B,1,155247205,155255892,long,gene,minus,155244628,155255980
239,SCAMP3,1,155255981,155262360,long,gene,minus,155255893,155262867
240,CLK2,1,155262868,155273504,long,gene,minus,155262361,155277426
241,HCN3,1,155277427,155289848,long,gene,plus,155273505,155308800
242,PKLR,1,155289293,155301438,long,gene,minus,155273505,155308800
243,FDPS,1,155308801,155320665,long,gene,plus,155301439,155320893
244,RUSC1,1,155320894,155331118,long,gene,plus,155320666,155335262
245,ASH1L,1,155335263,155563160,long,gene,minus,155331119,155610169
246,MSTO1,1,155610170,155614967,long,gene,plus,155563161,155659441
247,YY1AP1,1,155659442,155688996,long,gene,minus,155614968,155749658
248,DAP3,1,155687902,155739010,long,gene,plus,155614968,155749658
249,GON4L,1,155749659,155859431,long,gene,minus,155739011,155859501
250,SYT11,1,155859502,155885199,long,gene,plus,155859432,155897807
251,RIT1,1,155897808,155911349,long,gene,minus,155885200,155913044
252,KHDC4,1,155913045,155934413,long,gene,minus,155911350,155941637
253,RXFP4,1,155941638,155943087,long,gene,plus,155934414,155946850
254,ARHGEF2,1,155946851,155991262,long,gene,minus,155943088,156009047
255,SSR2,1,156009048,156020951,long,gene,minus,155991263,156033128
256,UBQLN4,1,156033129,156053798,long,gene,minus,156020952,156054781
257,LAMTOR2,1,156054782,156058506,long,gene,plus,156053799,156061159
258,RAB25,1,156061160,156070504,long,gene,plus,156058507,156072012
259,MEX3A,1,156072013,156082465,long,gene,minus,156070505,156082572
260,LMNA,1,156082573,156140081,long,gene,plus,156082466,156149671
261,SEMA4A,1,156149672,156177746,long,gene,plus,156140082,156194088
262,SLC25A44,1,156194089,156212796,long,gene,plus,156177747,156212987
263,PMF1,1,156213007,156240042,long,gene,plus,156212797,156242183
264,BGLAP,1,156242184,156243317,long,gene,plus,156240043,156243319
265,PMF1-BGLAP,1,156212988,156243332,long,gene,plus,156212797,156249223
266,PAQR6,1,156243320,156248522,long,gene,minus,156243318,156249223
267,SMG5,1,156249224,156291516,long,gene,minus,156248523,156292687
268,TMEM79,1,156282932,156292443,long,gene,plus,156248523,156292687
269,GLMP,1,156292688,156295689,long,gene,minus,156292444,156298623
270,VHLL,1,156298624,156299307,long,gene,minus,156295690,156308967
271,CCT3,1,156308968,156338292,long,gene,minus,156299308,156366043
272,TSACC,1,156337314,156346995,long,gene,plus,156299308,156366043
273,RHBG,1,156366044,156385219,long,gene,plus,156346996,156463726
274,MEF2D,1,156463727,156500840,long,gene,minus,156385220,156525404
275,IQGAP3,1,156525405,156572605,long,gene,minus,156500841,156579722
276,TTC24,1,156579723,156587719,long,gene,plus,156572606,156591775
277,NAXE,1,156591776,156599818,long,gene,plus,156587720,156601503
278,GPATCH4,1,156594301,156601479,long,gene,minus,156587720,156601503
279,HAPLN2,1,156601504,156626608,long,gene,plus,156601480,156642116
280,BCAN,1,156642117,156659528,long,gene,plus,156626609,156668762
281,NES,1,156668763,156677407,long,gene,minus,156659529,156699605
282,CRABP2,1,156699606,156705784,long,gene,minus,156677408,156721890
283,ISG20L2,1,156721891,156728766,long,gene,minus,156705785,156737302
284,METTL25B,1,156728469,156736960,long,gene,plus,156705785,156737302
285,MRPL24,1,156737303,156741267,long,gene,minus,156736961,156742106
286,HDGF,1,156742107,156752448,long,gene,minus,156741268,156767534
287,PRCC,1,156767535,156800815,long,gene,plus,156752449,156806237
288,SH2D2A,1,156806238,156816853,long,gene,minus,156800816,156840062
289,INSRR,1,156840063,156859117,long,gene,minus,156816854,156893696
290,NTRK1,1,156815750,156881850,long,gene,plus,156800816,156893696
291,PEAR1,1,156893697,156916429,long,gene,plus,156881851,156920607
292,LRRC71,1,156920608,156941240,long,gene,plus,156916430,157092042
293,ARHGEF11,1,156934840,157046903,long,gene,minus,156916430,157092042
294,ETV3L,1,157092043,157112832,long,gene,minus,157046904,157121190
295,ETV3,1,157121191,157138575,long,gene,minus,157112833,157513376
296,FCRL5,1,157513377,157552533,long,gene,minus,157138576,157573746
297,FCRL4,1,157573747,157598085,long,gene,minus,157552534,157676480
298,FCRL3,1,157676481,157700985,long,gene,minus,157598086,157745732
299,FCRL2,1,157745733,157777472,long,gene,minus,157700986,157792248
300,FCRL1,1,157792249,157820134,long,gene,minus,157777473,157827067
301,CD5L,1,157827068,157841844,long,gene,minus,157820135,157993612
302,KIRREL1,1,157993613,158100262,long,gene,plus,157841845,158178029
303,CD1D,1,158178030,158186427,long,gene,plus,158100263,158248335
304,CD1A,1,158248336,158258269,long,gene,plus,158186428,158285405
305,CD1C,1,158289887,158294774,long,gene,plus,158258270,158353122
306,CD1B,1,158285406,158331531,long,gene,minus,158258270,158353122
307,CD1E,1,158353123,158357554,long,gene,plus,158331532,158398521
308,OR10T2,1,158398522,158399466,long,gene,minus,158357555,158418209
309,OR10K2,1,158418210,158426237,long,gene,minus,158399467,158461833
310,OR10K1,1,158461834,158467458,long,gene,plus,158426238,158479877
311,OR10R2,1,158479878,158480885,long,gene,plus,158467459,158544549
312,OR6Y1,1,158544550,158554405,long,gene,minus,158480886,158560605
313,OR6P1,1,158560606,158570580,long,gene,minus,158554406,158578918
314,OR10X1,1,158578919,158579899,long,gene,minus,158570581,158605267
315,OR10Z1,1,158605268,158612514,long,gene,plus,158579900,158699677
316,SPTA1,1,158610498,158686715,long,gene,minus,158579900,158699677
317,OR6K2,1,158699678,158700652,long,gene,minus,158686716,158716326
318,OR6K3,1,158716327,158720720,long,gene,minus,158700653,158754815
319,OR6K6,1,158754816,158755847,long,gene,plus,158720721,158764213
320,OR6N2,1,158774222,158781204,long,gene,minus,158755848,158831350
321,OR6N1,1,158764214,158840979,long,gene,minus,158755848,158931546
322,MNDA,1,158831351,158849502,long,gene,plus,158781205,158931546
323,PYHIN1,1,158931547,158990909,long,gene,plus,158849503,158999970
324,PYDC5,1,158999971,159000312,long,gene,minus,158990910,159059225
325,IFI16,1,158999976,159055151,long,gene,plus,158990910,159059225
326,AIM2,1,159059226,159132351,long,gene,minus,159055152,159171591
327,CADM3,1,159171592,159203313,long,gene,plus,159132352,159204874
328,ACKR1,1,159204875,159206500,long,gene,plus,159203314,159283574
329,FCER1A,1,159283575,159308202,long,gene,plus,159206501,159397464
330,OR10J1,1,159397465,159440967,long,gene,plus,159308203,159535077
331,OR10J5,1,159535078,159536007,long,gene,minus,159440968,159587825
332,APCS,1,159587826,159588865,long,gene,plus,159536008,159712288
333,CRP,1,159712289,159714589,long,gene,minus,159588866,159780961
334,DUSP23,1,159780962,159782543,long,gene,plus,159714590,159800505
335,FCRL6,1,159800506,159816257,long,gene,plus,159782544,159826688
336,SLAMF8,1,159826689,159837497,long,gene,plus,159816258,159854315
337,VSIG8,1,159854316,159862657,long,gene,minus,159837498,159872363
338,CFAP45,1,159872364,159900165,long,gene,minus,159862658,159918110
339,TAGLN2,1,159918111,159925507,long,gene,minus,159900166,159927040
340,IGSF9,1,159927041,159945661,long,gene,minus,159925508,159951491
341,SLAMF9,1,159951492,159984730,long,gene,minus,159945662,160024952
342,PIGM,1,160024953,160031990,long,gene,minus,159984731,160037466
343,KCNJ10,1,160037467,160070160,long,gene,minus,160031991,160081537
344,KCNJ9,1,160081538,160090563,long,gene,plus,160070161,160091338
345,IGSF8,1,160091339,160099442,long,gene,minus,160090564,160115758
346,ATP1A2,1,160115759,160143591,long,gene,plus,160099443,160151602
347,ATP1A4,1,160151603,160186980,long,gene,plus,160143592,160190574
348,CASQ1,1,160190575,160201886,long,gene,plus,160186981,160205383
349,PEA15,1,160205384,160215376,long,gene,plus,160201887,160215719
350,DCAF8,1,160215720,160262549,long,gene,minus,160215377,160276806
351,PEX19,1,160276807,160285151,long,gene,minus,160262550,160288593
352,COPA,1,160288594,160343250,long,gene,minus,160285152,160343327
353,NCSTN,1,160343328,160358949,long,gene,plus,160343251,160367070
354,NHLH1,1,160367071,160372846,long,gene,plus,160358950,160400563
355,VANGL2,1,160400564,160428674,long,gene,plus,160372847,160485029
356,SLAMF6,1,160485030,160523263,long,gene,minus,160428675,160541097
357,CD84,1,160541098,160579515,long,gene,minus,160523264,160608105
358,SLAMF1,1,160608106,160647281,long,gene,minus,160579516,160678745
359,CD48,1,160678746,160711836,long,gene,minus,160647282,160739056
360,SLAMF7,1,160739057,160754821,long,gene,plus,160711837,160796111
361,LY9,1,160796112,160828256,long,gene,plus,160754822,160830159
362,CD244,1,160830160,160862892,long,gene,minus,160828257,160876539
363,ITLN1,1,160876540,160885180,long,gene,minus,160862893,160945019
364,ITLN2,1,160945020,160957378,long,gene,minus,160885181,160995210
365,F11R,1,160995211,161021152,long,gene,minus,160957379,161037630
366,TSTD1,1,161037631,161038964,long,gene,minus,161021153,161039250
367,USF1,1,161039251,161045977,long,gene,minus,161038965,161046941
368,ARHGAP30,1,161046942,161069971,long,gene,minus,161045978,161070997
369,NECTIN4,1,161070998,161089566,long,gene,minus,161069972,161098360
370,KLHDC9,1,161098361,161100346,long,gene,plus,161089567,161100555
371,PFDN2,1,161100556,161118043,long,gene,minus,161100347,161118091
372,NIT1,1,161118092,161125446,long,gene,plus,161118044,161132702
373,DEDD,1,161120974,161132783,long,gene,minus,161118044,161159486
374,UFC1,1,161132703,161158856,long,gene,plus,161125447,161159486
375,USP21,1,161159487,161165752,long,gene,plus,161158857,161165823
376,PPOX,1,161165824,161178277,long,gene,plus,161165753,161184301
377,B4GALT3,1,161171310,161185007,long,gene,minus,161165753,161197416
378,ADAMTS4,1,161184302,161202339,long,gene,minus,161178278,161215294
379,NDUFS2,1,161197417,161214395,long,gene,plus,161185008,161215294
380,FCER1G,1,161215295,161219245,long,gene,plus,161214396,161222291
381,APOA2,1,161222292,161223628,long,gene,minus,161219246,161225942
382,TOMM40L,1,161225943,161230746,long,gene,plus,161223629,161258733
383,NR1I3,1,161229666,161238623,long,gene,minus,161223629,161258733
384,PCP4L1,1,161258734,161285450,long,gene,plus,161238624,161303593
385,MPZ,1,161303594,161309969,long,gene,minus,161285451,161314380
386,CFAP126,1,161364733,161367876,long,gene,minus,161309970,161505429
387,SDHC,1,161314381,161375340,long,gene,plus,161309970,161505429
388,FCGR2A,1,161505430,161524048,long,gene,plus,161375341,161524539
389,HSPA6,1,161524540,161526894,long,gene,plus,161524049,161541758
390,FCGR3A,1,161541759,161550737,long,gene,minus,161526895,161623195
391,FCGR3B,1,161623196,161631963,long,gene,minus,161550738,161647242
392,FCGR2B,1,161647243,161678654,long,gene,plus,161631964,161707021
393,FCRLA,1,161707022,161714352,long,gene,plus,161678655,161721543
394,FCRLB,1,161721544,161728143,long,gene,plus,161714353,161749785
395,DUSP12,1,161749786,161757238,long,gene,plus,161728144,161766319
396,ATF6,1,161766320,161964070,long,gene,plus,161757239,161983191
397,OLFML2B,1,161983192,162023869,long,gene,minus,161964071,162069690
398,NOS1AP,1,162069691,162370475,long,gene,plus,162023870,162373202
399,SPATA46,1,162373203,162376962,long,gene,minus,162370476,162378840
400,C1orf226,1,162378841,162386812,long,gene,plus,162376963,162395267
401,SH2D1B,1,162395268,162412136,long,gene,minus,162386813,162497173
402,UHMK1,1,162497174,162529631,long,gene,plus,162412137,162561530
403,UAP1,1,162561531,162599837,long,gene,plus,162529632,162630862
404,DDR2,1,162630863,162787405,long,gene,plus,162599838,162790701
405,HSD17B7,1,162790702,162812823,long,gene,plus,162787406,162851019
406,CCDC190,1,162851020,162868918,long,gene,minus,162812824,163068870
407,RGS4,1,163068871,163076802,long,gene,plus,162868919,163142298
